A4A;Intitulé;Adresse;Nombre d'UC;Famille produit;Zone;Equipementier;R+H1:I9505ef équipementier;Machine;fournisseur;Ref Fournisseur;Stock minimum;Stock alerte;No lot;Date d'entrée
AMP_Q01;AMPOULE HALOGEN 12V 100W GZ635;BAT 41F02E2;2;pieces detachees;AAA- Non définie;NANOMETRICS;;IVS 165A;OSRAM;64637;0;0;15/12/2011;  /  /    
AMP_Q02;LAMP-SPOT-TUNGSTEN-HALOGEN;BAT 41Y01C3;7;pieces detachees;Depot;ASM;43-105310A23;EPSILON 3200A;;;0;6;27/12/2010;  /  /    
AMP_V02;LAMPES FILAMENT 24V 2W;BAT 41O03F1;204;pieces detachees;TTH / Chimie;ALPSITEC;*;M550 (Tous modèles);RADIOSPARE;193-4982;0;1;27/12/2010;  /  /    
AMP_V03;NEON 18W;BAT 41O03F1;4;pieces detachees;TTH / Chimie;ALPSITEC;*;M550 (Tous modèles);MAZDAFLUOR;1KTF2018W;0;2;27/12/2010;  /  /    
AMP_V04;NEON;BAT 41O03F1;8;pieces detachees;TTH / Chimie;ALPSITEC;*;M550 (Tous modèles);HEBEC;F8T5CW;0;2;27/12/2010;  /  /    
AMP_V07;MINIATURE LAMPS 757;BAT 41F03F2;10;pieces detachees;Depot;AMAT;1010-01065;AAA - Non définie;EIKO;ND;0;0;27/12/2010;  /  /    
AMP_V11;HALOGENE LAMP 120V/2000W;BAT 41F03F2;2;pieces detachees;Depot;AMAT;1010-01102;END 5500A;USHIO;JCV120V-2000WC;0;20;27/12/2010;  /  /    
AMP_V12;LAMP USHIO EPI 2000W;BAT 41Y02A4;23;pieces detachees;Depot;AMAT;0190-05974;CENT 5200C;;;0;40;15/02/2017;  /  /    
AMP_V13;NEON SYLVANIA 0002775 T5FHO 39 W BLANC POUR R;B2E;3;pieces detachees;TTH / Chimie;SEMITOOL;*;RAIDER (TOUTES);FARNELL;4718070;0;2;08/11/2017;  /  /    
AMP_V16;LAMP HALOGEN 800W;BAT 41Q00B2;8;pieces detachees;Gravure;AMAT;1010-01116;CENT 5200B;;;0;0;13/06/2018;  /  /    
AMP_V17;LAMPE HALOGENE 750W;BAT 41C02G2;10;pieces detachees;TTH / Chimie;SEMITOOL;*;RAIDER (TOUTES);OSRAM;750W77V93721;0;1;23/09/2013;  /  /    
AMP_V19;LAMPE DETERIUM POUR ELLIPSOMETRE;BAT 41M01C1;3;pieces detachees;Metrologie;;L1414;WOOLLAM1;LOT-QUANTU;L1414;0;0;07/03/2017;  /  /    
AMP_V20;LAMP IR HALOGEN;BAT 41Y01F3;12;pieces detachees;AAA - Commun;ASM;10321131;EPSILON 3200A;ASM;16-143143-01;0;0;14/06/2016;  /  /    
AMP_V23;XENON LAMP L2193 HAMAMATSU;BAT 41O01C1;2;pieces detachees;TTH / Chimie;EBARA;;EBARA1;EBARA;L2193;1;1;30/05/2013;  /  /    
AMP_V24;AMPOULE 13.8V 85W DED OSRAM 64618;BAT 41F02C1;9;pieces detachees;Litho;SUSS MICROTEC;G148649;MA8A;SUSS;G148649;0;0;02/10/2017;  /  /    
AMP_V26;FLUORESCENT LAMP;BAT 41O01D1;2;pieces detachees;TTH / Chimie;EBARA;C-5176-040-0001;EBARA1;EBARA;C-5176-040-0001;0;0;03/03/2016;  /  /    
AMP_V31;LAMPE HALOGENE PHILIPS 480V-6000W;BAT 41A02C4;5;pieces detachees;TTH / Chimie;;;PAILLASSE;;;3;3;08/08/2012;  /  /    
AMP_V33;BOITE A AMPOULE DIVERS;BAT 41E05C2;1;pieces detachees;TTH / Chimie;;;;;;0;0;22/09/2014;  /  /    
BAG_008;ENTRETOISE 214-003;BAT 41G01D1;9;pieces detachees;Litho;ON TRAK;*;AAA - Non définie;LAM;206278 /// 039-RS;0;0;27/12/2010;  /  /    
BAG_009;BAGUE / ENTRETOISE 214-018;BAT 41G01D1;1;pieces detachees;Litho;ON TRAK;*;AAA - Non définie;;;0;0;27/12/2010;  /  /    
BAG_010;BAGUE / ENTRETOISE 214-035;BAT 41G01D1;1;pieces detachees;Litho;ON TRAK;*;AAA - Non définie;;;0;0;27/12/2010;  /  /    
BAG_011;BAGUE / ENTRETOISE 92-0001-011;BAT 41G01D1;1;pieces detachees;Litho;ON TRAK;*;AAA - Non définie;;;0;0;14/10/2013;  /  /    
BAG_F01;BAGUE TEFLON VIEWPORT DN16;BAT 41R02A1;0;pieces detachees;Gravure;STS;DT314064;STS HRM1;;;0;2;22/06/2012;  /  /    
BAG_F02;BAGUE PLASTIQUE BLANC;BAT 41R02A1;4;pieces detachees;Gravure;STS;1,13E+06;STS HRM1;CHELTAPE;ND;0;2;27/12/2010;  /  /    
BAG_F04;BAGUE PLASTIQUE MARRON SPIN;BAT 41G01G1;5;pieces detachees;Litho;ON TRAK;13-0082-004;SCRUB (Tous modèles);;;0;2;27/12/2010;  /  /    
BAG_F05;BAGUE TEFLON BLANC POUR COURROIE SENDER 2;BAT 41G01G1;14;pieces detachees;Litho;ON TRAK;13-8892-058;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F06;BAGUE METALLIQUE;BAT 41G01F3;37;pieces detachees;Litho;ON TRAK;214-003;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F08;BAGUE PLASTIQUE NOIR SENDER 2;BAT 41G01G1;82;pieces detachees;Litho;ON TRAK;13-8800-057;SCRUB (Tous modèles);;;0;2;27/12/2010;  /  /    
BAG_F09;BAGUE TEFLON BLANC BRUSH;BAT 41G01G1;23;pieces detachees;Litho;ON TRAK;13-8000-008;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F10;BAGUE BRONZE BRUSH;BAT 41G01F3;19;pieces detachees;Litho;ON TRAK;201-032;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F11;BAGUE TEFLON BLANC BRUSH;BAT 41G01G1;30;pieces detachees;Litho;ON TRAK;90-0001-003;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F12;BAGUE PLASTIQUE MARRON BRUSH;BAT 41G01G1;127;pieces detachees;Litho;ON TRAK;201-029;SCRUB (Tous modèles);;;0;2;23/06/2016;  /  /    
BAG_F13;BAGUE TEFLON BLANC;BAT 41G01G1;23;pieces detachees;Litho;ON TRAK;13-8800-032;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F14;BAGUE TEFLON BLANC SENDER 2;BAT 41G01G1;7;pieces detachees;Litho;ON TRAK;13-8892-062;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F15;POULIE TEFLON BLANC SENDER;BAT 41G01G1;32;pieces detachees;Litho;ON TRAK;13-0092-059;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F16;BAGUE TEFLON BLANC ROBOT;BAT 41G01G1;2;pieces detachees;Litho;ON TRAK;33-1000-003;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F17;BAGUE TEFLON BLANC BRUSH;BAT 41G01G1;35;pieces detachees;Litho;ON TRAK;13-8800-033;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F18;BAGUE TEFLON BLANC ROBOT;BAT 41G01G1;60;pieces detachees;Litho;ON TRAK;13-0072-020;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F19;BAGUE METALLIQUE ROBOT;BAT 41G01F3;4;pieces detachees;Litho;ON TRAK;33-0004-001;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F20;BAGUE OUVERTE TEFLON SENDER;BAT 41G01G1;71;pieces detachees;Litho;ON TRAK;33-0005-004;SCRUB (Tous modèles);;;0;2;27/12/2010;  /  /    
BAG_F21;BAGUE METALLIQUE SPIN;BAT 41G01F3;39;pieces detachees;Litho;ON TRAK;214-002;SCRUB (Tous modèles);;;0;2;27/12/2010;  /  /    
BAG_F23;BAGUE PLASTIQUE BLANC BRUSH;BAT 41G01G1;4;pieces detachees;Litho;ON TRAK;201-012;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F26;BAGUE PLASTIQUE NOIR;BAT 41G01G1;121;pieces detachees;Litho;ON TRAK;00515-04;SCRUB (Tous modèles);;;0;2;27/12/2010;  /  /    
BAG_F27;BAGUE PLASTIQUE MARRON;BAT 41G01G1;2;pieces detachees;Litho;ON TRAK;13-0082-032;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F28;BAGUE BRONZE SPIN;BAT 41G01F3;2;pieces detachees;Litho;ON TRAK;33-0008-001;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F30;BAGUE PLASTIQUE MARRON;BAT 41G01G1;1;pieces detachees;Litho;ON TRAK;13-0092-007;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F32;BAGUE PLASTIQUE SPIN;BAT 41G01G1;3;pieces detachees;Litho;ON TRAK;13-0082-027;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F44;BAGUE PLASTIQUE NOIR;BAT 41I01F3;4;pieces detachees;Litho;TEL;*;AAA - Non définie;RUBBER;BD1-7815-000000;0;2;27/12/2010;  /  /    
BAG_F45;BAGUE PLASTIQUE NOIR;BAT 41I01F3;2;pieces detachees;Litho;TEL;*;AAA - Non définie;RUBBER;BD1-1216-000000;0;2;27/12/2010;  /  /    
BAG_F46;BAGUE PLASTIQUE NOIR;BAT 41I01F1;4;pieces detachees;Litho;TEL;*;AAA - Non définie;RUBBER;BD1-2672-040 000;0;2;27/12/2010;  /  /    
BAG_F47;SEAL MK5 RESIST NOZZLE;BAT 41I01F1;10;pieces detachees;Litho;TEL;2310-490510-1;AAA - Non définie;;;0;6;27/12/2010;  /  /    
BAG_F52;BAGUE PLASTIQUE BLANC;BAT 41G01G1;4;pieces detachees;Litho;ON TRAK;13-8682-008;SCRUB (Tous modèles);;;0;2;27/12/2010;  /  /    
BAG_F54;BAGUE PLASTIQUE BLANC TEFLON;BAT 41G01G1;3;pieces detachees;Litho;ON TRAK;13-0012-020;SCRUB (Tous modèles);;;0;2;27/12/2010;  /  /    
BAG_F57;BAGUE PLASTIQUE (BUMPER NEST-U-GROOVE);BAT 41G01G1;23;pieces detachees;Litho;ON TRAK;13-8082-306 (ANC;SCRUB (Tous modèles);;;0;2;23/06/2016;  /  /    
BAG_F59;BAGUE METALLIQUE;BAT 41G01F3;1;pieces detachees;Litho;ON TRAK;214-018;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F60;BAGUE METALLIQUE;BAT 41G01F3;1;pieces detachees;Litho;ON TRAK;92-0001-011;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
BAG_F63;BAGUE PLASTIQUE;BAT 41G01G1;20;pieces detachees;Litho;ON TRAK;13-8082-290;SCRUB (Tous modèles);;;0;2;27/12/2010;  /  /    
BAG_F64;SPACER (0,1);BAT 41I01F1;4;pieces detachees;Litho;TEL;1310-497583-12;TEL MK8C;;;0;2;27/12/2010;  /  /    
BAG_F66;BAGUE TEFLON BLANC;BAT 41M02F1;4;pieces detachees;Metrologie;HITACHI;1061-02;AAA - COMMUN;;;0;2;27/12/2010;  /  /    
BAG_F71;PIN RING SUPPORT 130LG ;BAT 41Y01C3;3;pieces detachees;Depot;ASM;04-185716-01;EPSILON 3200A;;;0;0;15/10/2018;  /  /    
BAG_F73;PIN RING SPRT SQUARE CHMBR-90;BAT 41Y01C3;3;pieces detachees;Depot;ASM;*;EPSILON 3200A;;;0;0;27/12/2010;  /  /    
BAG_F75;PIN RING SUPPORT SQUARE CHMBR. 170LG;BAT 41Y01C3;3;pieces detachees;Depot;ASM;*;EPSILON 3200A;;;0;0;27/12/2010;  /  /    
BAG_F77;PIN RING SPRT SQUARE CHMBR 200LG;BAT 41Y01C3;3;pieces detachees;Depot;ASM;04-185716-01;EPSILON 3200A;;;0;0;27/12/2010;  /  /    
BAG_F78;PIN-RING SPRT SQUARE CHMBR;BAT 41Y01C3;4;pieces detachees;Depot;ASM;*;EPSILON 3200A;;;0;0;27/12/2010;  /  /    
BAG_F79;PIN RING SPRT SQUARE CHMBR 180LG;BAT 41Y01C3;4;pieces detachees;Depot;ASM;04-185716-01;EPSILON 3200A;;;0;0;27/12/2010;  /  /    
BAG_F85;ORING 93-500/70D WHT-FLUOROCARBON;BAT 41X06G1;7;pieces detachees;Depot;ASM;04-185716-01;EPSILON 3200A;ASM;60-119075A71;0;1;16/04/2014;  /  /    
BAG_F88;KIT O-RING PROCESS CH SHORT FLNG INJ;BAT 41X06H2;7;pieces detachees;Depot;ASM;04-185716-01;EPSILON 3200A;ASM;60-119075A31;0;3;06/05/2014;  /  /    
BAG_F89;O-RING 2-224/75D BLK-FLUOROCARBON;BAT 41X06G2;1;pieces detachees;Depot;ASM;60-119075A75;EPSILON 3200A;;;0;0;06/05/2014;  /  /    
BAG_K02;JOINT A LEVRE POUR PORTE TOURNANTE;BAT 41B04D3;11;pieces detachees;TTH / Chimie;ASM;2571250-01;VT400 (Tous modèles);;;0;5;12/06/2013;  /  /    
BAG_K03;JOINT A LEVRE POUR PORTE TOURNANTE;BAT 41B04D3;6;pieces detachees;TTH / Chimie;ASM;2571277-01;VT400 (Tous modèles);;;0;5;27/12/2010;  /  /    
BAG_Q01;BAGUE VERT;BAT 41C03E4;7;pieces detachees;TTH / Chimie;SEMITOOL;70.725.01;AAA - Non définie;;;0;0;22/09/2014;  /  /    
BAG_Q02;OLIVE TEFLON N2 MANIFOLD;BAT 41C03E4;2;pieces detachees;TTH / Chimie;SEMITOOL;12.138.01;AAA - Non définie;;;0;0;22/09/2014;  /  /    
BAG_Q04;BAGUE TEFLON ATOMIZE;BAT 41C03E4;41;pieces detachees;TTH / Chimie;SEMITOOL;10.842.01;AAA - Non définie;;;0;0;22/09/2014;  /  /    
BAG_Q09;BAGUE / ENTRETOISE;BAT 41M01E1;3;pieces detachees;Metrologie;JORDAN VALLEY;*;JVX 5200T1;;;0;0;27/12/2010;  /  /    
BAG_Q10;KIT ORING PROCESS CH SHORT FINGING;BAT 41X06H1;1;pieces detachees;Depot;ASM;;EPSILON 3200A;ASM;04-185716-01;0;0;18/03/2015;  /  /    
BAG_Q13;CLAMPING RING POUR ESC;BAT 41R02A1;1;pieces detachees;Gravure;STS;DT302347;STS HRM1;;;0;0;21/03/2012;  /  /    
BAG_Q15;BONDED WASHER M8 ;BAT 41X07O4;18;pieces detachees;Depot;SPTS;701010;VERSALIS;SPTS;701010;20;20;14/09/2018;  /  /    
BAG_Q16;O-RING 475.0 ID X 4.0 FR10/80 ;BAT 41X07M1;3;pieces detachees;Depot;SPTS;711680;VERSALIS;SPTS;711680;1;1;09/03/2018;  /  /    
BAG_Q20;O-RING 6.07*1.78 FFKM 75 BLANC;BAT 41X06G1;6;pieces detachees;Depot;ASM;04-185716-01;EPSILON 3200A;ASM;60-122483A67;0;1;17/12/2013;  /  /    
BAG_Q21;ORING 2-223/75D BLK VITON;BAT 41X06G1;6;pieces detachees;Depot;ASM;04-185716-01;EPSILON 3200A;ASM;60-119075A05;0;1;17/12/2013;  /  /    
BAG_Q22;ORING 2-320/75D WHT-VITON;BAT 41X06G1;11;pieces detachees;Depot;ASM;04-185716-01;EPSILON 3200A;ASM;60-106206A94;0;1;17/12/2013;  /  /    
BAT_003;BATTERY PCB MEMORY 3;BAT 41O04A1;3;pieces detachees;IBS;AXCELIS;0441-0006-0001;NV8200;;;0;1;27/12/2010;  /  /    
BAT_004;JAPAN STORAGE BATTERY PE12V7.2AH;BAT 41O04A1;2;pieces detachees;IBS;AXCELIS;*;NV8200;PORTALAC;PE12V7.2;0;2;27/12/2010;  /  /    
BAT_005;BATTERY;BAT 41O04A1;2;pieces detachees;IBS;AXCELIS;*;NV8200;NI-CD;790383RS;0;2;27/12/2010;  /  /    
BAT_008;Référence supprimée (remplacée par elec_045);BAT 41R06B1;2;pieces detachees;;;;;;;0;0;13/11/2013;  /  /    
BOC_A24;EMMI PC HP Vectra ;BAT 26A04A1;1;Dcos Test Electrique;;;;;HP;vectra;0;0;19/01/2015;  /  /    
BOC_A25;Ecran PC Vectra ;BAT 26A04A1;1;Dcos Test Electrique;;;;;HP;Ecran;0;0;19/01/2015;  /  /    
BOC_A26;Prober semi-auto Karl Suss ;BAT 26A04A1;1;Dcos Test Electrique;;;;;KARLSUSS;PA200;0;0;19/01/2015;  /  /    
BOC_A27;Boitier alims prober Suss ;BAT 26A04A1;1;Dcos Test Electrique;;;;;KARLSUSS;nc;0;0;19/01/2015;  /  /    
BOC_A28;Clavier de commande Suss ;BAT 26A04A1;1;Dcos Test Electrique;;;;;KARLSUSS;nc;0;0;19/01/2015;  /  /    
BOC_A29;Chiller Hamamatsu ;BAT 26A04A1;1;Dcos Test Electrique;;;;;HAMAMATSU;nc;0;0;19/01/2015;  /  /    
BOC_A30;Dewar Azote;BAT 26A04A1;1;Dcos Test Electrique;;;;;PRINCETON;nc;0;0;19/01/2015;  /  /    
BOC_A31;Boitier de chauffe dewar ;BAT 26A04A1;1;Dcos Test Electrique;;;;;PRINCETON;nc;0;0;19/01/2015;  /  /    
BOC_A33;Alimentation 2 voies 20V 5A;BAT 26A04A1;1;Dcos Test Electrique;;;;;CMB;nc;0;0;19/01/2015;  /  /    
BOT_099;bottle cap gallon ;BAT 41H03D1;3;pieces detachees;Litho;;2J4F1592 ;;DNS;2J4F1592 ;0;0;12/10/2017;  /  /    
CAI_003;SUSCEPTOR GAMMA HYBRID;0;0;pieces detachees;Depot;;16-193888-D99 rev E;ASM POLYGON;;;0;0;21/03/2018;  /  /    
CAI_004;PLATE SUSCEPTOR 200mm (PULSAR);BAT 41Y05C1;1;pieces detachees;Depot;;16-404407-01;ASM POLYGON;;;0;0;03/03/2014;  /  /    
CAI_010;CONTENU NON DEFINI;A3E;1;pieces detachees;Depot;SPTS;CAISSE 2;VERSALIS;;;0;0;08/11/2017;  /  /    
CAI_023;200MM HSE PLATEN MKII;A4E;2;pieces detachees;Depot;SPTS;A49494;VERSALIS;;;0;0;08/11/2017;  /  /    
CAI_025B;ASSY. 300MM PLATEN SHIELD 65-80 TTP SPACING ARC;0;0;pieces detachees;Depot;SPTS;2028797;VERSALIS;;;0;0;26/09/2018;  /  /    
CAI_028;BAFFLE PLATE 2.5/2.5 MOCVD;BAT 41Y06D1;1;pieces detachees;Depot;SPTS;2034276;VERSALIS;;;;;11/02/2019;
CAI_028W;BAFFLE PLATE 2.5/2.5 MOCVD;BAT 41Y06D1;1;pieces detachees;Depot;SPTS;2034276;VERSALIS;;;0;0;12/07/2018;  /  /    
CAI_029;ASSY 200MM AP ESC PREDESTAL;A4E;1;pieces detachees;Depot;SPTS;2034457;VERSALIS;;;0;0;24/09/2018;  /  /    
CAI_030;ASSY 200MM PLATEN DARK SPACE;A3E;2;pieces detachees;Depot;SPTS;2028704;VERSALIS;;;0;0;08/11/2017;  /  /    
CAI_032;KIT 200MM TI/TIN;B4E;1;pieces detachees;Depot;SPTS;2025899;VERSALIS;;;0;0;08/11/2017;  /  /    
CAI_033;KIT 200MM CU;B3E;1;pieces detachees;Depot;SPTS;2034390;VERSALIS;;;0;0;08/11/2017;  /  /    
CAI_044;CAISSE AIXTRON 20.12 CHARLES MATTHEW;BAT 41X02F1;1;pieces detachees;Depot;AIXTRON;;AIXTRON;;;0;0;14/02/2018;  /  /    
CAI_053;CAISSE CHILLER HRZ001 SMC E6326;BAT 26A01C1;1;pieces detachees;;;;;;;0;0;17/02/2014;  /  /    
CAI_054;CAISSE POMPE EDWARDS IH600;A1A;1;pieces detachees;;;;;;;0;0;03/10/2016;  /  /    
CAI_062;CAISSE PIECES DIVERSE CLN 200;BAT 41T04C1;1;pieces detachees;Depot;PLASMA THERM;;CLN 200;;;0;0;13/03/2014;  /  /    
CAI_082;Caisse de transport Cartouche CS Epi 200 mm SnGe;BAT 26A01C1;1;pieces detachees;Depot;AAA - Non définie;;CENT 5200C;;;0;0;15/04/2015;  /  /    
CAI_089;CAISSE QUARTZ VT412B;BAT 26A00A1;1;pieces detachees;TTH / Chimie;AAA - Non définie;;AAA - COMMUN;;;0;0;01/12/2015;  /  /    
CAI_092;CAISSE THERMO ELECTRIQUE;BAT 26A01A1;1;pieces detachees;TTH / Chimie;AAA - Non définie;;AAA - COMMUN;;;0;0;14/12/2015;  /  /    
CAI_093;CAISSE TITAN THEMIS;BAT 26A00A1;1;pieces detachees;AAA - Commun;AAA - Non définie;SAUVAGNARGUE;AAA - COMMUN;;;0;0;14/12/2015;  /  /    
CAI_097;CAISSE KIT LAM MEMS1 EXLAN;02A00A2;1;pieces detachees;Gravure;;;LAM_MEMS1;;;0;0;29/07/2016;  /  /    
CAI_098;CAISSE KIT LAM MEMS1 EXLAN;02A00A2;1;pieces detachees;Gravure;;;LAM_MEMS1;;;0;0;29/07/2016;  /  /    
CAI_099;CAISSE KIT LAM MEMS1 EXLAN;02A00A2;1;pieces detachees;Gravure;;;LAM_MEMS1;;;0;0;11/07/2018;  /  /    
CAI_102;CAISSE HX SMC SINGLE CHANNEL;BAT 26A01A1;1;Pompe;Depot;AMAT;;;SMC;*;0;0;23/11/2016;  /  /    
CAI_105;CAISSE Géné AE DC Pulsé 10KW Pinnacle + ;D5E;1;pieces detachees;Depot;AMAT;;END 5500D;ADVANCED;.;0;0;01/03/2018;  /  /    
CAI_107;CAISSE DE TRANSPORT DIVERS;BAT 26A03A1;1;pieces detachees;Metrologie;;;;;;0;0;07/04/2017;  /  /    
CAI_108;CAISSE pompe turbo EDWARDS STPXA3203CV;BAT 26A03A1;1;pieces detachees;Gravure;EDWARDS;;;;;0;0;01/03/2018;  /  /    
CAL_001;MATERIEL DE CALIBRATION(CHAMBRE);BAT 41R06A1;3;pieces detachees;Gravure;LAM RESEARCH;715-02321-625;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_003;OUTILS DE CALIBRATION POUR ROBOT;BAT 41R06A3;1;pieces detachees;Gravure;LAM RESEARCH;515-021118-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_004;OUTILS DE CALIBRATION POUR ROBOT;BAT 41R06A3;1;pieces detachees;Gravure;LAM RESEARCH;714-015536-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_005;OUTILS DE CALIBRATION POUR ROBOT;BAT 41R06A3;1;pieces detachees;Gravure;LAM RESEARCH;713-037445-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_007;MATERIEL DE CALIBRATION;BAT 41R06A3;1;pieces detachees;Gravure;LAM RESEARCH;518-810663-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_008;MATERIEL DE CALIBRATION;BAT 41R06A3;1;pieces detachees;Gravure;LAM RESEARCH;524-004257-002;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_009;MATERIEL DE CALIBRATION;BAT 41R06A2;2;pieces detachees;Gravure;LAM RESEARCH;713-004706-002;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_011;MATERIEL DE CALIBRATION;BAT 41R06A1;1;pieces detachees;Gravure;LAM RESEARCH;518-810617-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_012;MATERIEL DE CALIBRATION;BAT 41R06A3;1;pieces detachees;Gravure;LAM RESEARCH;518-810654-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_013;OUTILS DE CALIBRATION POUR ROBOT;BAT 41R06A2;1;pieces detachees;Gravure;LAM RESEARCH;799-901256-001;LAM VERSYS1;;;0;1;11/03/2013;  /  /    
CAL_014;TOOL EXTRACTION;BAT 41R06A3;1;pieces detachees;Gravure;LAM RESEARCH;715-005202-001;LAM VERSYS1;PROSWISS;ND;0;1;27/12/2010;  /  /    
CAL_017;OUTILS DE CALIBRATION;BAT 41R08E1;3;pieces detachees;Gravure;LAM RESEARCH;715-020895-001;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_018;OUTILS DE CALIBRATION;BAT 41R06A1;3;pieces detachees;Gravure;LAM RESEARCH;713-019151-002;LAM VERSYS1;;;0;1;27/12/2010;  /  /    
CAL_19;OUTIL DE CALIBRATION;BAT 41Q03B1;1;pieces detachees;Gravure;AMAT;0020-38890;P5000A;;;0;0;27/12/2010;  /  /    
CAL_20;OUTIL DE CALIBRATION;BAT 41Q03B1;3;pieces detachees;Gravure;AMAT;0270-20044;P5000A;;;0;0;27/12/2010;  /  /    
CAL_21;OUTIL DE CALIBRATION;BAT 41Q03B1;1;pieces detachees;Gravure;AMAT;0270-20069;P5000A;;;0;0;27/12/2010;  /  /    
CAL_22;OUTIL DE CALIBRATION;BAT 41Q03B1;1;pieces detachees;Gravure;AMAT;"FOR 8"""" only""""";P5000A;;;0;0;27/12/2010;  /  /    
CAL_A01;Sensarray 300 mm + PDA;BAT 41Z03G1;1;pieces detachees;Depot;;1310-00070;PRODUCER SE1;;;0;0;04/02/2014;  /  /    
CAL_F42;MANOMETRE PNEUMATIQUE;BAT 41G01F4;1;pieces detachees;Litho;ON TRAK;209-001;SCRUB (Tous modèles);;;0;1;27/12/2010;  /  /    
CAL_F45;MANOMETRE PIRANI, MESURE DE PRESSION (0,01 A;BAT 41Z08B1;1;pieces detachees;Depot;AMAT;*;AAA - Non définie;ALCATEL;85400;0;0;03/03/2014;  /  /    
CAL_F46;CONTROLLER;A1B;4;pieces detachees;Depot;AMAT;*;P5000 (Tous modèles);ASTECH;ATL-100RA;0;0;08/11/2017;  /  /    
CAL_F48;600 SERIES ¨PRESSURE CONTROLLER;BAT 41Z08B1;2;pieces detachees;Depot;AAA - Non définie;*;AAA - Non définie;MKS;GSSA-D2N;0;0;27/12/2010;  /  /    
CAL_F50;Sensarray 6 pouces;BAT 41Z01G1;1;pieces detachees;Depot;AAA - Non définie;*;P5000 (Tous modèles);SENS;1605A-6-0035;0;0;27/12/2010;  /  /    
CAL_F51;Sensarray 4 pouces;BAT 41Z01G1;1;pieces detachees;Depot;AAA - Non définie;*;P5000 (Tous modèles);SENS;1790A-4-5002;0;0;27/12/2010;  /  /    
CAL_F53;Sensarray 6 pouces;BAT 41Z01G1;1;pieces detachees;Depot;AAA - Non définie;*;P5000 (Tous modèles);SENS;6501-0067;0;0;27/12/2010;  /  /    
CAL_F58;SUSCEPTOR CALIBRATION DISPLAY;A1D;1;pieces detachees;Depot;AMAT;*;P5000 (Tous modèles);KAMAN;853968-004;0;0;08/11/2017;  /  /    
CAL_F59;APPAREIL DE MESURE DE PRESSION ANALOGIQUE (30;BAT 41Z08E3;1;pieces detachees;Depot;AMAT;0150-09616;P5000 (Tous modèles);;;0;0;10/11/2017;  /  /    
CAL_F60;FLOW METER;BAT 41Z01C1;1;pieces detachees;Depot;AMAT;*;P5000 (Tous modèles);DWYER;RMA-42-SSV;0;0;13/06/2017;  /  /    
CAL_F63;ENSEMBLE DE CALIBRATION ELECTRODE DOUBLE JONC;BAT 41A02G1;1;pieces detachees;TTH / Chimie;MIE;*;CVS1;ECI;WAU310;0;1;17/09/2018;  /  /    
CAL_F70;CAPTEUR;BAT 41O05D1;1;pieces detachees;IBS;AXCELIS;239920-01;NV8200;HEIDENHAIN;15-608-801-M;0;1;27/12/2010;  /  /    
CAL_K02;CARRIER ALIGNEMENT TOOL;BAT 41Q00D3;1;pieces detachees;Gravure;AMAT;0270-00050;CENT 5200B;;;0;0;11/03/2016;  /  /    
CAL_K05;DEBIMETRE L/ MIN 0,4-1,2 WATER;BAT 41A03A4;1;pieces detachees;TTH / Chimie;TEL;*;TEL ALPHA (Tous modèles);TOKYO;F04-24-1636;0;1;27/12/2010;  /  /    
